cc_num,amt,zip,lat,long,city_pop,unix_time,merch_lat,merch_long
4806443445305,319.5745187166746,45322.49469115747,39.777152537994844,-88.9604936145956,21381.704586893033,1310457954.0438962,40.77012359448504,-86.71088286395666
4198470814557,7.880567085275247,52918.661800279624,40.5157458519378,-93.13051244201489,2060.6317592454225,1211081953.697955,38.72843260004197,-92.44016050596711
676369110710,7.129681914314424,48788.72781869407,40.56748958324913,-77.4094835590856,81387.00730736608,1337560206.9124823,42.82968998190339,-76.91484424690015
4147608975828480,139.5454149083431,56329.68862764785,41.572520360348356,-96.6963388147225,886.5508118707106,1351356857.7860649,42.112680414105796,-104.12181485436356
6511349151405438,117.45068355882754,84595.3158768294,40.960652772945544,-107.87301392568972,454.699430887607,1232887604.7556264,37.03569888165645,-115.67834070132045
345389171551808,1068.3213674018834,39255.4998120238,33.725351839448365,-88.32807812831024,3195.8810305621005,1313305067.7542384,32.28764453958062,-94.12165767194564
375767678113375,1046.6995046165869,20838.462166474772,39.27385338077911,-77.25502070658649,4219.194081233194,1387542108.2154062,41.46149881252612,-83.17636510558191
6011348830550197,21.412174417798703,34684.33786055688,34.017151753935714,-91.02379759005002,481975.0443153284,1328050055.726937,31.889566709599784,-81.15340204989596
2283743876903625,2.320596629196953,32043.97035086909,33.954305554345346,-88.53335674754302,168549.5506881393,1291984338.4144843,35.23546126986803,-90.40703385015149
36721445180895,816.9938910015035,13039.061786487939,36.93295475253481,-77.67787715428464,1673.2510207842397,1313981762.627853,42.851319613211935,-67.9441788435696
349612764943496,917.8863457167881,41644.54518754158,39.8464333686258,-81.40499234483701,448.1216743724441,1323958836.6048446,38.55636208376413,-83.95389893249721
348379466427142,87.87892732029746,33780.22314547942,28.274980345728746,-84.55857716172274,134747.9142720014,1336065309.4424596,26.71615852471867,-74.2207608757349
3559723917628303,132.94973587491148,60856.10561551952,42.41564175531161,-87.26963446762272,862.3267975688608,1328236815.8974948,41.44647532672114,-84.21796862947953
30143535920989,438.8621181293804,8175.903178325586,43.55526083828105,-76.00550270628455,510.49026984621366,1363907490.68545,35.381441604231085,-74.94634620521707
345933964507467,7.783369321457118,24565.80157421391,38.04265056923656,-76.41614078164754,716.7538474675817,1276532389.8313587,40.23831315316184,-77.85600768756676
6011109736646996,109.12173117405543,27113.44246732777,36.66844436718282,-72.40910316467767,191601.8789719991,1484755584.8682704,32.45188710340518,-75.06701165007094
374656033243756,3.0048978790806027,21653.814764755843,35.87971627916552,-77.4278272696925,196393.37933680342,1382828497.808108,37.09802955130331,-83.95458248650796
30150717898388,329.3558218226492,35188.08959672101,36.11467846730507,-80.99520198071988,660.4265668648248,1452956658.5086954,31.89718265655114,-87.90737155845882
4025612008285111,57.690016256622386,16447.77371186815,38.6295535069371,-73.96875026697982,1307.2476777297964,1367082526.2020357,42.06925170617359,-79.72668444628572
2288813824604479,515.7370800698229,10155.579743289965,41.424756166556435,-71.29740352742705,1724537.2363631036,1363948142.5717847,37.55051680430935,-76.92698143790506
4745996322265,265.0417096520632,48169.91115225238,43.88313881681715,-83.13457452628427,1491.5442115957335,1396865783.7824187,43.118835443099535,-95.09276741162991
6011382886333463,358.4671872470119,46803.06439551546,42.616478374362934,-80.85474110341899,860.6692061533107,1374934375.157027,44.57032787216659,-87.29941395810445
4587657402165341815,49.181952149289955,65388.22651376779,40.52119865029083,-99.50491207945839,2201.7899893739145,1269282529.6092548,38.35177065997258,-90.21996554631828
3540075240003197,34.90558818389987,57011.143559889664,45.499416198287875,-93.08499721346246,4990.367896757277,1250602579.8421667,44.10781691454192,-96.44777580426154
3506040590383211,91.25652620787581,55990.84687615536,45.58523607224129,-114.21567162783991,273.3608386623238,1344045422.7007294,44.715733605808154,-106.33982626031508
4292902571056973207,1.1807516669002003,61549.73651890963,48.32583215281286,-119.87487489575321,202.98340388926772,1302152638.5721605,46.39234789465907,-116.58083432351692
60427851591,316.18817246519194,87806.67516339816,36.35822614202975,-104.81972423591166,2244.173588870122,1378013824.2494864,34.485643393562675,-101.99459092552055
